Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP Code,ZIP Plus4 Code,Station Phone,Status Code,Expected Date,Groups with Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Number,EV Level2 EVSE Number,EV DC Fast Number,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions French,Access Days Time French,BD Blends French,Groups with Access Code French,Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG_TotalCompressionCapacity,CNG_StorageCapacity,LNG_OnSiteRenewableSource,E85 Other Ethanol Blends,EV Pricing,EV Pricing French,LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG_VehicleClass,EV On-Site Renewable Source,Restricted Access,L1,L2,DCFC,L2DCFC,x,y
ELEC,Barcroft Plaza,6345 Columbia Pike,,Falls Church,VA,22041,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.83684,-77.15629,"12/9/2021, 7:00 PM",198937,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8588998.914,4698327.177
ELEC,Sheetz #579,11774 Sudley Manor Dr,,Manassas,VA,20109,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.7834844,-77.5198883,"12/9/2021, 7:00 PM",198946,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8629474.492,4690704.854
ELEC,Safeway Mclean #1920,1688 Anderson Rd,,McLean,VA,22102,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.922475,-77.20139,"12/9/2021, 7:00 PM",198950,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8594019.423,4710572.857
ELEC,Eden Center,6763 Wilson Blvd,,Falls Church,VA,22044,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.87371,-77.15279,"12/9/2021, 7:00 PM",198953,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,2,2,-8588609.296,4703597.724
ELEC,Sheetz #606,2500 Caton Hill Rd,,Woodbridge,VA,22192,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.656564,-77.29006,"12/9/2021, 7:00 PM",199000,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8603890.123,4672596.027
ELEC,Pan Am Shopping Center,3089 Nutley St,,Fairfax,VA,22031,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.8702,-77.2616,"12/9/2021, 7:00 PM",199003,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8600721.97,4703095.854
ELEC,The Loren,6410 Arlington Blvd,,Falls Church,VA,22042,,877-455-3833,E,,Public,24 hours daily,,,,,,2,1,,eVgo Network,https://www.evgo.com/,GPS,38.872377,-77.161353,"12/9/2021, 7:00 PM",199012,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,1,3,-8589562.525,4703407.125
ELEC,Pike 7 Plaza- A1,8350 Leesburg Pike,,Vienna,VA,22182,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.921778,-77.236743,"12/9/2021, 7:00 PM",199013,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8597954.901,4710473.128
ELEC,Mount Vernon Plaza,7694 Richmond Hwy,,Alexandria,VA,22306,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.7498137,-77.0864703,"12/9/2021, 7:00 PM",199015,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8581226.621,4685897.629
ELEC,"Walmart 3639 (Dulles, VA)",24635 Dulles Landing Dr,,Dulles,VA,20166,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.935027,-77.522058,"12/9/2021, 7:00 PM",199182,2021-12-10 01:33:45 UTC,,,,"10/26/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8629716.022,4712369.016
