Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP Code,ZIP Plus4 Code,Station Phone,Status Code,Expected Date,Groups with Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Number,EV Level2 EVSE Number,EV DC Fast Number,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions French,Access Days Time French,BD Blends French,Groups with Access Code French,Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG_TotalCompressionCapacity,CNG_StorageCapacity,LNG_OnSiteRenewableSource,E85 Other Ethanol Blends,EV Pricing,EV Pricing French,LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG_VehicleClass,EV On-Site Renewable Source,Restricted Access,L1,L2,DCFC,L2DCFC,x,y
ELEC,Clarion Inn Conference Center,4328 William L Wilson Fwy,,Harpers Ferry,WV,25425,,304-535-6302  304-671-7199,E,,Public,9am-5pm daily (winter hours 10am-3pm daily),,,,,,3,,,Non-Networked,,GPS,39.316635,-77.766287,"10/8/2020, 8:00 PM",77989,2021-03-11 23:22:17 UTC,P,,,"11/11/2015, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,0,3,0,3,-8656903.469723575,4767128.840718962
ELEC,Kenneth Banks DDS - Smile Designs of the Shenandoah Valley,4325 Gerrardstown Rd,,Inwood,WV,25428,,304-283-2257,E,,Public,"8am-6pm M, 8am-5pm T-Th",,,,,,1,,,Non-Networked,,GPS,39.361431,-78.052854,"12/11/2019, 7:00 PM",78003,2021-03-11 23:22:17 UTC,P,,,"10/26/2011, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,SOLAR,,0,1,0,1,-8688803.962241726,4773576.491566598
ELEC,GAITHERSBURG ACTIVITY CENTER,506 S Frederick Ave,,Gaithersburg,MD,20877,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.133751,-77.194851,"12/9/2021, 7:00 PM",78376,2021-12-10 00:30:15 UTC,,,,"9/8/2016, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,0,1,-8593291.505182626,4740848.404360965
ELEC,GAITHERSBURG SENIOR CENTER,80 Bureau Dr,,Gaithersburg,MD,20878,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.145447,-77.216592,"12/9/2021, 7:00 PM",78377,2021-12-10 00:30:15 UTC,,,,"9/8/2016, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,0,1,-8595711.702231962,4742527.073018223
ELEC,GAITHERSBURG OLD TOWNE,12 S Summit Ave,,Gaithersburg,MD,20877,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.141152,-77.194237,"12/9/2021, 7:00 PM",78378,2021-12-10 00:30:15 UTC,,,,"9/8/2016, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8593223.155015277,4741910.600646786
ELEC,USFWS- PATUXENT NAT WL VIS CEN.,10901 Scarlet Tanager Loop,,Laurel,MD,20708,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.027187,-76.798668,"12/9/2021, 7:00 PM",78422,2021-12-10 00:30:15 UTC,,,,"9/12/2016, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8549188.615361672,4725566.625576921
ELEC,PGCMLS LA LIBRARY 1,507 7th St,,Laurel,MD,20707,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.103811,-76.856556,"12/9/2021, 7:00 PM",78847,2021-12-10 00:30:15 UTC,,,,"10/4/2016, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8555632.678044712,4736552.535101548
ELEC,MC FLEET POTOMAC REC CEN,13860 Travilah Rd,,Rockville,MD,20850,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.083801,-77.232427,"12/9/2021, 7:00 PM",79236,2021-12-10 00:30:15 UTC,,,,"10/21/2016, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8597474.446368668,4733682.465284288
ELEC,POCA POCA,2400 stream Valley dr,,Odenton,MD,21113,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.064941,-76.716426,"12/9/2021, 7:00 PM",79378,2021-12-10 00:30:15 UTC,,,,"11/2/2016, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8540033.47779985,4730978.08719185
ELEC,INSTRATA GARAGE INSTRATA GARAGE,901 15th St S,,Arlington,VA,22202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.861084,-77.061712,"12/9/2021, 7:00 PM",79746,2021-12-10 00:30:15 UTC,,,,"11/15/2016, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8578470.539497895,4701792.536485165
ELEC,Hamilton Library,5910 Harford Rd,,Baltimore,MD,21214,,410-685-1109,E,,Public,Parking lot hours,,,,,,4,1,,Non-Networked,,GPS,39.356533,-76.558482,"11/8/2020, 7:00 PM",79819,2021-03-11 23:22:17 UTC,LG,,,"11/14/2016, 7:00 PM",,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,,0,4,1,5,-8522451.232145993,4772871.303407297
ELEC,Reisterstown Road Library,6310 Reisterstown Rd,,Baltimore,MD,21215,,410-685-1109,E,,Public,Parking lot hours,,,,,,2,1,,Non-Networked,,GPS,39.354424,-76.700634,"11/8/2020, 7:00 PM",79821,2021-03-11 23:22:17 UTC,LG,,,"9/30/2016, 8:00 PM",,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,,0,2,1,3,-8538275.520401241,4772567.675958827
ELEC,CHARGE POINT WILDEWOOD APTS,23258 Surrey Way,,California,MD,20619,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.30324,-76.52851,"12/9/2021, 7:00 PM",79830,2021-12-10 00:30:15 UTC,,,,"11/16/2016, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8519114.764367944,4622352.4670445025
ELEC,Ted Britt Ford,11165 Fairfax Blvd,,Fairfax,VA,22030,,703-591-8484,E,,Public - Call ahead,24 hours daily; priority for dealership use,,,,,,1,,,Non-Networked,,GPS,38.85492,-77.331471,"12/2/2020, 7:00 PM",79857,2021-03-11 23:22:17 UTC,P,,,"9/7/2014, 8:00 PM",,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8608499.974014798,4700911.362106897
ELEC,Eastern Mennonite University,1307 Park Rd,,Harrisonburg,VA,22802,,540-432-4000,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.472406,-78.878672,"10/11/2021, 8:00 PM",79862,2021-10-12 12:58:36 UTC,P,,,"6/30/2016, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,,0,2,0,2,-8780733.601489637,4646377.571578346
ELEC,Lindsay Chevrolet,15605 Jefferson Davis Hwy,,Woodbridge,VA,22191,,703-670-8181,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,38.61271,-77.288652,"12/2/2020, 7:00 PM",79869,2021-03-11 23:22:17 UTC,P,,,"9/7/2014, 8:00 PM",,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8603733.384738524,4666346.461851545
ELEC,Omni - Charlottesville,212 Ridge McIntire Rd,,Charlottesville,VA,22902,,434-971-5500,E,,Public,24 hours daily; see valet for access,,,,,,1,,,Non-Networked,,GPS,38.031615,-78.483664,"12/2/2020, 7:00 PM",79874,2021-03-11 23:22:17 UTC,P,,,"5/28/2016, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free for guests; $10 for non-guests,,,,,,,,,,,0,1,0,1,-8736761.51207037,4583892.915235788
ELEC,Giant Foods,621 E Glebe Rd,,Alexandria,VA,23301,,703-518-4797,E,,Public,24 hours daily,,,,,,5,,,Non-Networked,,GPS,38.832184,-77.050501,"10/11/2021, 8:00 PM",79891,2021-10-12 12:58:36 UTC,P,,,"9/5/2015, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,,0,5,0,5,-8577222.536686616,4697661.798264116
ELEC,8000 Towers Crescent,8000 Towers Crescent Plaza,Plaza level,Vienna,VA,22182,,703-761-7577,E,,Public,24 hours daily; pay lot,,,,,,3,,,Non-Networked,,GPS,38.914781,-77.219563,"12/2/2020, 7:00 PM",79894,2021-03-11 23:22:17 UTC,P,,,"5/18/2016, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,,0,3,0,3,-8596042.432439104,4709472.022844829
ELEC,Mountaineer Grille,166 Barnett Run Rd,,Bridgeport,WV,26330,,304-848-7500,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,39.310211,-80.273313,"9/2/2020, 8:00 PM",80164,2021-03-11 23:22:17 UTC,P,,,"11/28/2016, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8935984.327449067,4766204.549667805
ELEC,MC FLEET CNCL_OFFC_BLD#1,100 Maryland Ave,,Rockville,MD,20850,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.08215,-77.150804,"12/9/2021, 7:00 PM",80407,2021-12-10 00:30:15 UTC,,,,"12/21/2016, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8588388.215571646,4733445.695786558
ELEC,STATION 1 MAIN STR 2,117-119 West Main St,,Elkton,MD,21921,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.608329,-75.830635,"12/9/2021, 7:00 PM",80456,2021-12-10 00:30:15 UTC,,,,"12/29/2016, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8441427.674730582,4809187.893399708
ELEC,MC FLEET CNCL_OFFC_BLD#2,100 Fleet St,,Rockville,MD,20850,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.081743,-77.150453,"12/9/2021, 7:00 PM",80459,2021-12-10 00:30:15 UTC,,,,"12/29/2016, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8588349.142430382,4733387.328869551
ELEC,RIVERFRONT DOCK 79 G2 01,79 Potomac Ave SE,,Washington,DC,20003,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.871164,-77.006982,"12/9/2021, 7:00 PM",80503,2021-12-10 00:30:15 UTC,,,,"1/4/2017, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8572378.023766778,4703233.687102176
ELEC,Clifton Park Golf Course,2701 St Lo Dr,,Baltimore,MD,21213,,410-243-3500,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,39.3215977900332,-76.587835144458,"11/8/2020, 7:00 PM",80542,2021-03-11 23:22:17 UTC,LG,,,"11/30/2016, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,,0,4,0,4,-8525718.809240244,4767842.949641958
ELEC,Carroll Park Golf Course,2100 Washington Blvd,,Baltimore,MD,21230,,410-685-8344,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,200-9,39.27267,-76.648655,"11/8/2020, 7:00 PM",80543,2021-03-11 23:22:17 UTC,LG,,,"11/30/2016, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,,0,4,0,4,-8532489.244589305,4760804.811788447
ELEC,Cylburn Arboretum,4975 Greenspring Ave,Greenhouse Classroom,Baltimore,MD,21209,,410-367-2217,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,200-8,39.352944,-76.659878,"11/8/2020, 7:00 PM",80545,2021-03-11 23:22:17 UTC,P,,,"10/17/2016, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,,0,4,0,4,-8533738.583234472,4772354.609537862
ELEC,Camden Yards,333 W Camden St,N Warehouse Lot,Baltimore,MD,21201,,410-347-9330,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,39.284664,-76.619604,"11/8/2020, 7:00 PM",80546,2021-03-11 23:22:17 UTC,P,,,"10/19/2016, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,ARENA,,,,,,,Free,,,,,,,,,,,0,4,0,4,-8529255.302062262,4762529.663103804
ELEC,Mount Pleasant Ice Arena,6101 Hillen Rd,,Baltimore,MD,21239,,443-984-4075,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,39.368847,-76.577788,"11/8/2020, 7:00 PM",80550,2021-03-11 23:22:17 UTC,P,,,"10/31/2016, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,ARENA,,,,,,,Free,,,,,,,,,,,0,4,0,4,-8524600.36623526,4774644.302184731
ELEC,Wyndham Garden North BW Parkway,5811 Annapolis Rd,,Cheverly,MD,20784,,301-779-7700,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,38.937323,-76.917061,"11/8/2020, 7:00 PM",80552,2021-03-11 23:22:17 UTC,P,,,"11/7/2016, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,0,4,0,4,-8562368.063835166,4712697.602490999
ELEC,Main Street Bank,10089 Fairfax Blvd,Located in back parking lot,Fairfax,VA,22030,,703-481-4567,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Non-Networked,,200-9,38.861765,-77.292692,"12/2/2020, 7:00 PM",80554,2021-03-11 23:22:17 UTC,P,,,"1/14/2019, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,BANK,,,,,,,Free,,,,,,,,,,,0,2,0,2,-8604183.115481326,4701889.893499032
ELEC,Radley Chevrolet,3670 Jefferson Davis Hwy,"1 in service lane, and 1 on other side of building near accounting office",Fredericksburg,VA,22404,,540-898-4000,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.271078,-77.491973,"10/11/2021, 8:00 PM",80566,2021-10-12 12:58:36 UTC,P,,,"10/31/2016, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,2,0,2,-8626366.974926097,4617791.13695325
ELEC,Drive Square Inc,5606 General Washington Dr,"Located near the ""Mixing Bowl"" I-95/I-395/I-495, Edsall Rd. industrial area. Enter from the courtyard of the building.",Alexandria,VA,22312,,877-224-7708,E,,Public - Call ahead,9am-4pm M-F,,,,,,1,,,Non-Networked,,200-8,38.799443,-77.163044,"1/13/2021, 7:00 PM",80569,2021-03-11 23:22:17 UTC,P,,,"7/29/2014, 8:00 PM",,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8589750.766138962,4692984.083544433
ELEC,DAVID CRAIG STATION 1,553-599 MD-7A,,Havre de Grace,MD,21078,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.552581,-76.091382,"12/9/2021, 7:00 PM",80900,2021-12-10 00:30:15 UTC,,,,"1/15/2017, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8470453.897996457,4801136.001806788
ELEC,MTA MARC SAVAGE3F,10102 Junction Dr,,Annapolis Junction,MD,20701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.123409,-76.796078,"12/9/2021, 7:00 PM",81193,2021-12-10 00:30:15 UTC,,,,"2/1/2017, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8548900.29788052,4739364.300839283
ELEC,Comfort Inn & Suites,5716 S Van Dorn St,Located on Van Dorn St adjacent to the 495 entrance ramp at Exit 173,Alexandria,VA,22310,,703-922-9200,E,,Public,24 hours daily; free for guest use,A Cash D M V,,,,,2,,,Non-Networked,,200-9,38.794947,-77.137384,"12/2/2020, 7:00 PM",81374,2021-03-11 23:22:17 UTC,P,,,"1/9/2017, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,$2 per hour,,,,,,,,,,,0,2,0,2,-8586894.308005204,4692341.906781077
ELEC,Cacapon Resort State Park,818 Cacapon Lodge Dr,,Berkeley Springs,WV,25411,,304-258-1022,T,,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Non-Networked,,GPS,39.5054637,-78.3000307,"12/8/2021, 7:00 PM",81610,2021-12-09 15:02:43 UTC,SG,,,"1/31/2017, 7:00 PM",,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,PARK,,,,,,,Free,,,,,,,,,,,0,2,0,2,-8716319.54662169,4794335.71834714
ELEC,Tygart Lake State Park,1240 Paul E Malone Rd,,Grafton,WV,26354,,304-265-6144,E,,Public,24 hours daily; guest use only,,,,,,1,,,Non-Networked,,200-8,39.30508,-80.021939,"9/2/2020, 8:00 PM",81611,2021-03-11 23:22:17 UTC,SG,,,"1/31/2017, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8908001.501770401,4765466.357601792
ELEC,Hawks Nest State Park,49 Hawks Nest Park Rd,,Ansted,WV,25812,,304-658-5212,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.122022,-81.118689,"11/3/2021, 8:00 PM",81612,2021-11-04 19:44:05 UTC,SG,,,"1/31/2017, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,,0,1,0,1,-9030091.153297916,4596677.798794158
ELEC,SHADYGROVE SHADY GROVE ST1,9709 Key W Ave,,Rockville,MD,20850,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.105355,-77.203378,"12/9/2021, 7:00 PM",81629,2021-12-10 00:30:15 UTC,,,,"2/28/2017, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8594240.726480616,4736774.027613282
ELEC,Anacostia,Joint Base Anacostia-Bolling Chappie James Blvd.,,Washington,DC,20032,,855-885-9571,E,,Public,,,,,,10,10,,,OpConnect,http://www.opconnect.com/,GPS,38.853242,-77.008022,"12/9/2021, 7:00 PM",81775,2021-12-10 01:58:58 UTC,,,,"1/31/2017, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,10,10,0,10,-8572493.796037205,4700671.496907778
ELEC,HADEN HADEN A2,1575 Anderson Rd,,McLean,VA,22102,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.926843,-77.207491,"12/9/2021, 7:00 PM",82124,2021-12-10 00:30:15 UTC,,,,"3/30/2017, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,0,1,-8594698.583546247,4711197.870943531
ELEC,Canton Waterfront Park,3001 Boston St,,Baltimore,MD,21224,,410-685-1109,E,,Public,24 hours daily,,,,,,2,1,,Non-Networked,,GPS,39.277178,-76.572417,"11/8/2020, 7:00 PM",82161,2021-03-11 23:22:17 UTC,P,,,"3/7/2017, 7:00 PM",,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,,0,2,1,3,-8524002.469250198,4761453.070442125
ELEC,Catoctin Mountain Park - Visitor Center,14707 Park Central Rd,,Thurmont,MD,21788,,,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,39.63378,-77.449906,"2/21/2021, 7:00 PM",82225,2021-03-11 23:22:17 UTC,FG,16,Department of the Interior,"11/13/2016, 7:00 PM",,,,,J1772,US,,,,Public,,public,,DOI,NATL_PARK,,,,,,,Free,,,,,,,,,,,0,2,0,2,-8621684.0979069,4812866.031549618
ELEC,Catoctin Mountain Park - Round Meadow,14850 Manahan Rd,,Sabillasville,MD,21780,,,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,39.644424,-77.486954,"2/21/2021, 7:00 PM",82226,2021-03-11 23:22:17 UTC,FG,16,Department of the Interior,"11/13/2016, 7:00 PM",,,,,J1772,US,,,,Public,,public,,DOI,NATL_PARK,,,,,,,Free,,,,,,,,,,,0,2,0,2,-8625808.262401808,4814404.686842203
ELEC,Catoctin Mountain Park - Headquarters,6602 Foxville Rd,,Thurmont,MD,21788,,,E,,Public,8am-4:30pm daily,,,,,,1,,,Non-Networked,,GPS,39.626633,-77.439577,"2/21/2021, 7:00 PM",82227,2021-03-11 23:22:17 UTC,FG,16,Department of the Interior,"6/15/2017, 8:00 PM",,,,,J1772,US,,,,Public,,public,,DOI,NATL_PARK,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8620534.2788865,4811833.021845095
ELEC,CLARKSVILLE COMMONS 2,12239-12245 MD-108,,Clarksville,MD,21029,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.211985,-76.93729,"12/9/2021, 7:00 PM",82316,2021-12-10 00:30:15 UTC,,,,"4/17/2017, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8564619.945814423,4752082.253378063
ELEC,Blackwater Falls State Park,1584 Blackwater Lodge Rd,,Davis,WV,26260,,304-259-5216,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,39.108008,-79.497064,"9/2/2020, 8:00 PM",82433,2021-03-11 23:22:17 UTC,SG,,,"3/31/2017, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8849572.684040278,4737154.6216080785
ELEC,UM PTS PEARL,626-628 W Fayette St,,Baltimore,MD,21201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.290314,-76.624899,"12/9/2021, 7:00 PM",82530,2021-12-10 00:30:15 UTC,,,,"5/9/2017, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8529844.738766016,4763342.2892006785
ELEC,UM PTS PRATT 2,646 W Pratt St,,Baltimore,MD,21201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.286369,-76.62474,"12/9/2021, 7:00 PM",82531,2021-12-10 00:30:15 UTC,,,,"5/9/2017, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8529827.03896698,4762774.882302411
ELEC,Stonewall Resort State Park,940 Resort Dr,,Roanoke,WV,26447,,304-269-7400,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.949497,-80.493556,"9/2/2020, 8:00 PM",82558,2021-03-11 23:22:17 UTC,SG,,,"4/30/2017, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8960501.66605985,4714440.030781701
ELEC,Pickering Associates & Pickering Energy Solutions,11283 Emerson Ave,Emerson Avenue 1 mile north of I-77,Parkersburg,WV,26104,,304-464-5305,E,,Public,24 hours daily; donations accepted,,,,,,4,,,Non-Networked,,GPS,39.321369,-81.454564,"11/3/2021, 8:00 PM",82770,2021-11-04 19:44:05 UTC,P,,,"4/30/2017, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,SOLAR,,0,4,0,4,-9067480.587268109,4767810.027327798
ELEC,777 GREENSBORO 2,1765 Greensboro,,McLean,VA,22102,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.922635,-77.233804,"12/9/2021, 7:00 PM",85574,2021-12-10 00:30:15 UTC,,,,"6/16/2017, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,0,1,-8597627.73330749,4710595.751000866
ELEC,Chief Logan Lodge,1000 Conference Center Dr,,Logan,WV,25601,,304-855-6100,E,,Public,24 hours daily; guest and visitor use only,,,,,,1,,,Non-Networked,,GPS,37.899131,-82.038256,"9/2/2020, 8:00 PM",85630,2021-03-11 23:22:17 UTC,P,,,"5/31/2017, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,0,1,0,1,-9132456.883488223,4565186.1895150915
ELEC,City of Fredericksburg - Sophia Street Garage,600 Sophia St,Located on the top level of the garage,Fredericksburg,VA,22401,,540-371-8542,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,38.300424,-77.456524,"12/2/2020, 7:00 PM",85725,2021-03-11 23:22:17 UTC,LG,,,"6/27/2017, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,0,2,0,2,-8622420.810296973,4621953.011079557
ELEC,HADEN HADEN BLD B2,1513 Anderson Rd,,Tysons,VA,22102,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.926213,-77.204609,"12/9/2021, 7:00 PM",85833,2021-12-10 00:30:15 UTC,,,,"7/7/2017, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,0,1,-8594377.760773787,4711107.7223860845
ELEC,Canaan Valley Resort and Conference Center,230 Main Lodge Rd,,Davis,WV,26260,,304-866-4121,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,39.02413,-79.46579,"9/2/2020, 8:00 PM",85947,2021-03-11 23:22:17 UTC,P,,,"6/30/2017, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8846091.278285205,4725128.577658527
